slug,title,discoteca_slug,subtitle,description,event_type,start_at,end_at,door_open_at,currency,price_from,price_to,tickets_url,poster_url,status,active,source,metadata
eden-20260827-toolroom,Toolroom @ 27 Aug 2026,eden,Lineup TBA,Toolroom en eden - 27/08/2026,event,2026-08-27T23:59:00Z,2026-08-28T06:00:00Z,2026-08-27T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260828-calvin-harris,Calvin Harris @ 28 Aug 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 28/08/2026,event,2026-08-28T23:59:00Z,2026-08-29T06:00:00Z,2026-08-28T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260828-dom-dolla,Dom Dolla @ 28 Aug 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 28/08/2026,event,2026-08-28T23:59:00Z,2026-08-29T06:00:00Z,2026-08-28T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260828-music-on,Music On @ 28 Aug 2026,pacha,Marco Carola,Music On en pacha - 28/08/2026,event,2026-08-28T23:59:00Z,2026-08-29T06:00:00Z,2026-08-28T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260828-galactic-circus,Galactic Circus @ 28 Aug 2026,unvrs,David Guetta,Galactic Circus en unvrs - 28/08/2026,event,2026-08-28T23:59:00Z,2026-08-29T06:00:00Z,2026-08-28T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260828-glitterbox,Glitterbox @ 28 Aug 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 28/08/2026,event,2026-08-28T23:59:00Z,2026-08-29T06:00:00Z,2026-08-28T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260828-viva-warriors,Viva Warriors @ 28 Aug 2026,eden,Lineup TBA,Viva Warriors en eden - 28/08/2026,event,2026-08-28T23:59:00Z,2026-08-29T06:00:00Z,2026-08-28T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260829-ants,ANTS @ 29 Aug 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 29/08/2026,event,2026-08-29T23:59:00Z,2026-08-30T06:00:00Z,2026-08-29T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260829-black-coffee,Black Coffee @ 29 Aug 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 29/08/2026,event,2026-08-29T23:59:00Z,2026-08-30T06:00:00Z,2026-08-29T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260829-robin-schulz,Robin Schulz @ 29 Aug 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 29/08/2026,event,2026-08-29T23:59:00Z,2026-08-30T06:00:00Z,2026-08-29T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260829-elrow,elrow @ 29 Aug 2026,unvrs,Enter the Wortex,elrow en unvrs - 29/08/2026,event,2026-08-29T23:59:00Z,2026-08-30T06:00:00Z,2026-08-29T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260829-elrow,elrow @ 29 Aug 2026,amnesia,Lineup loco,elrow en amnesia - 29/08/2026,event,2026-08-29T23:59:00Z,2026-08-30T06:00:00Z,2026-08-29T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260829-circoloco,Circoloco @ 29 Aug 2026,dc10,Lineup TBA,Circoloco en dc10 - 29/08/2026,event,2026-08-29T23:59:00Z,2026-08-30T06:00:00Z,2026-08-29T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260829-defected,Defected @ 29 Aug 2026,eden,Lineup TBA,Defected en eden - 29/08/2026,event,2026-08-29T23:59:00Z,2026-08-30T06:00:00Z,2026-08-29T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260830-swedish-house-mafia,Swedish House Mafia @ 30 Aug 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 30/08/2026,event,2026-08-30T23:59:00Z,2026-08-31T06:00:00Z,2026-08-30T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260830-the-anarchist,The Anarchist @ 30 Aug 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 30/08/2026,event,2026-08-30T23:59:00Z,2026-08-31T06:00:00Z,2026-08-30T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260830-solomun-+1,Solomun +1 @ 30 Aug 2026,pacha,Solomun,Solomun +1 en pacha - 30/08/2026,event,2026-08-30T23:59:00Z,2026-08-31T06:00:00Z,2026-08-30T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260830-carl-cox,Carl Cox @ 30 Aug 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 30/08/2026,event,2026-08-30T23:59:00Z,2026-08-31T06:00:00Z,2026-08-30T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260830-together,Together @ 30 Aug 2026,amnesia,Lineup TBA,Together en amnesia - 30/08/2026,event,2026-08-30T23:59:00Z,2026-08-31T06:00:00Z,2026-08-30T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260831-f***-me-im-famous,F*** ME I'M FAMOUS! @ 31 Aug 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 31/08/2026,event,2026-08-31T23:59:00Z,2026-09-01T06:00:00Z,2026-08-31T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260831-solèy,Solèy @ 31 Aug 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 31/08/2026,event,2026-08-31T23:59:00Z,2026-09-01T06:00:00Z,2026-08-31T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260831-sonny-fodera,Sonny Fodera @ 31 Aug 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 31/08/2026,event,2026-08-31T23:59:00Z,2026-09-01T06:00:00Z,2026-08-31T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260831-experts-only,Experts Only @ 31 Aug 2026,unvrs,John Summit,Experts Only en unvrs - 31/08/2026,event,2026-08-31T23:59:00Z,2026-09-01T06:00:00Z,2026-08-31T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260831-circoloco,Circoloco @ 31 Aug 2026,dc10,Lineup TBA,Circoloco en dc10 - 31/08/2026,event,2026-08-31T23:59:00Z,2026-09-01T06:00:00Z,2026-08-31T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260901-calvin-harris,Calvin Harris @ 01 Sep 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 01/09/2026,event,2026-09-01T23:59:00Z,2026-09-02T06:00:00Z,2026-09-01T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260901-eastenderz,eastenderz @ 01 Sep 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 01/09/2026,event,2026-09-01T23:59:00Z,2026-09-02T06:00:00Z,2026-09-01T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260901-vintage-culture,Vintage Culture @ 01 Sep 2026,pacha,Vintage Culture,Vintage Culture en pacha - 01/09/2026,event,2026-09-01T23:59:00Z,2026-09-02T06:00:00Z,2026-09-01T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260901-æden,ÆDEN @ 01 Sep 2026,unvrs,Anyma,ÆDEN en unvrs - 01/09/2026,event,2026-09-01T23:59:00Z,2026-09-02T06:00:00Z,2026-09-01T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260901-cocoon,Cocoon @ 01 Sep 2026,amnesia,Sven Väth,Cocoon en amnesia - 01/09/2026,event,2026-09-01T23:59:00Z,2026-09-02T06:00:00Z,2026-09-01T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260902-tomorrowland,Tomorrowland @ 02 Sep 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 02/09/2026,event,2026-09-02T23:59:00Z,2026-09-03T06:00:00Z,2026-09-02T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260902-our-house,OUR HOUSE @ 02 Sep 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 02/09/2026,event,2026-09-02T23:59:00Z,2026-09-03T06:00:00Z,2026-09-02T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260902-abracadabra,Abracadabra @ 02 Sep 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 02/09/2026,event,2026-09-02T23:59:00Z,2026-09-03T06:00:00Z,2026-09-02T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260902-paradise,Paradise @ 02 Sep 2026,unvrs,Jamie Jones,Paradise en unvrs - 02/09/2026,event,2026-09-02T23:59:00Z,2026-09-03T06:00:00Z,2026-09-02T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260903-martin-garrix,Martin Garrix @ 03 Sep 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 03/09/2026,event,2026-09-03T23:59:00Z,2026-09-04T06:00:00Z,2026-09-03T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260903-bed,bed @ 03 Sep 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 03/09/2026,event,2026-09-03T23:59:00Z,2026-09-04T06:00:00Z,2026-09-03T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260903-music-on,Music On @ 03 Sep 2026,pacha,Marco Carola,Music On en pacha - 03/09/2026,event,2026-09-03T23:59:00Z,2026-09-04T06:00:00Z,2026-09-03T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260903-fisher,FISHER @ 03 Sep 2026,unvrs,FISHER & Friends,FISHER en unvrs - 03/09/2026,event,2026-09-03T23:59:00Z,2026-09-04T06:00:00Z,2026-09-03T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260903-toolroom,Toolroom @ 03 Sep 2026,eden,Lineup TBA,Toolroom en eden - 03/09/2026,event,2026-09-03T23:59:00Z,2026-09-04T06:00:00Z,2026-09-03T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260904-calvin-harris,Calvin Harris @ 04 Sep 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 04/09/2026,event,2026-09-04T23:59:00Z,2026-09-05T06:00:00Z,2026-09-04T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260904-dom-dolla,Dom Dolla @ 04 Sep 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 04/09/2026,event,2026-09-04T23:59:00Z,2026-09-05T06:00:00Z,2026-09-04T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260904-music-on,Music On @ 04 Sep 2026,pacha,Marco Carola,Music On en pacha - 04/09/2026,event,2026-09-04T23:59:00Z,2026-09-05T06:00:00Z,2026-09-04T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260904-galactic-circus,Galactic Circus @ 04 Sep 2026,unvrs,David Guetta,Galactic Circus en unvrs - 04/09/2026,event,2026-09-04T23:59:00Z,2026-09-05T06:00:00Z,2026-09-04T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260904-glitterbox,Glitterbox @ 04 Sep 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 04/09/2026,event,2026-09-04T23:59:00Z,2026-09-05T06:00:00Z,2026-09-04T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260904-viva-warriors,Viva Warriors @ 04 Sep 2026,eden,Lineup TBA,Viva Warriors en eden - 04/09/2026,event,2026-09-04T23:59:00Z,2026-09-05T06:00:00Z,2026-09-04T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260905-ants,ANTS @ 05 Sep 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 05/09/2026,event,2026-09-05T23:59:00Z,2026-09-06T06:00:00Z,2026-09-05T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260905-black-coffee,Black Coffee @ 05 Sep 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 05/09/2026,event,2026-09-05T23:59:00Z,2026-09-06T06:00:00Z,2026-09-05T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260905-robin-schulz,Robin Schulz @ 05 Sep 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 05/09/2026,event,2026-09-05T23:59:00Z,2026-09-06T06:00:00Z,2026-09-05T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260905-elrow,elrow @ 05 Sep 2026,unvrs,Enter the Wortex,elrow en unvrs - 05/09/2026,event,2026-09-05T23:59:00Z,2026-09-06T06:00:00Z,2026-09-05T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260905-elrow,elrow @ 05 Sep 2026,amnesia,Lineup loco,elrow en amnesia - 05/09/2026,event,2026-09-05T23:59:00Z,2026-09-06T06:00:00Z,2026-09-05T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260905-circoloco,Circoloco @ 05 Sep 2026,dc10,Lineup TBA,Circoloco en dc10 - 05/09/2026,event,2026-09-05T23:59:00Z,2026-09-06T06:00:00Z,2026-09-05T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260905-defected,Defected @ 05 Sep 2026,eden,Lineup TBA,Defected en eden - 05/09/2026,event,2026-09-05T23:59:00Z,2026-09-06T06:00:00Z,2026-09-05T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260906-swedish-house-mafia,Swedish House Mafia @ 06 Sep 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 06/09/2026,event,2026-09-06T23:59:00Z,2026-09-07T06:00:00Z,2026-09-06T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260906-the-anarchist,The Anarchist @ 06 Sep 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 06/09/2026,event,2026-09-06T23:59:00Z,2026-09-07T06:00:00Z,2026-09-06T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260906-solomun-+1,Solomun +1 @ 06 Sep 2026,pacha,Solomun,Solomun +1 en pacha - 06/09/2026,event,2026-09-06T23:59:00Z,2026-09-07T06:00:00Z,2026-09-06T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260906-carl-cox,Carl Cox @ 06 Sep 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 06/09/2026,event,2026-09-06T23:59:00Z,2026-09-07T06:00:00Z,2026-09-06T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260906-together,Together @ 06 Sep 2026,amnesia,Lineup TBA,Together en amnesia - 06/09/2026,event,2026-09-06T23:59:00Z,2026-09-07T06:00:00Z,2026-09-06T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260907-f***-me-im-famous,F*** ME I'M FAMOUS! @ 07 Sep 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 07/09/2026,event,2026-09-07T23:59:00Z,2026-09-08T06:00:00Z,2026-09-07T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260907-solèy,Solèy @ 07 Sep 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 07/09/2026,event,2026-09-07T23:59:00Z,2026-09-08T06:00:00Z,2026-09-07T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260907-sonny-fodera,Sonny Fodera @ 07 Sep 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 07/09/2026,event,2026-09-07T23:59:00Z,2026-09-08T06:00:00Z,2026-09-07T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260907-experts-only,Experts Only @ 07 Sep 2026,unvrs,John Summit,Experts Only en unvrs - 07/09/2026,event,2026-09-07T23:59:00Z,2026-09-08T06:00:00Z,2026-09-07T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260907-circoloco,Circoloco @ 07 Sep 2026,dc10,Lineup TBA,Circoloco en dc10 - 07/09/2026,event,2026-09-07T23:59:00Z,2026-09-08T06:00:00Z,2026-09-07T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260908-calvin-harris,Calvin Harris @ 08 Sep 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 08/09/2026,event,2026-09-08T23:59:00Z,2026-09-09T06:00:00Z,2026-09-08T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260908-eastenderz,eastenderz @ 08 Sep 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 08/09/2026,event,2026-09-08T23:59:00Z,2026-09-09T06:00:00Z,2026-09-08T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260908-vintage-culture,Vintage Culture @ 08 Sep 2026,pacha,Vintage Culture,Vintage Culture en pacha - 08/09/2026,event,2026-09-08T23:59:00Z,2026-09-09T06:00:00Z,2026-09-08T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260908-æden,ÆDEN @ 08 Sep 2026,unvrs,Anyma,ÆDEN en unvrs - 08/09/2026,event,2026-09-08T23:59:00Z,2026-09-09T06:00:00Z,2026-09-08T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260908-cocoon,Cocoon @ 08 Sep 2026,amnesia,Sven Väth,Cocoon en amnesia - 08/09/2026,event,2026-09-08T23:59:00Z,2026-09-09T06:00:00Z,2026-09-08T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260909-tomorrowland,Tomorrowland @ 09 Sep 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 09/09/2026,event,2026-09-09T23:59:00Z,2026-09-10T06:00:00Z,2026-09-09T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260909-our-house,OUR HOUSE @ 09 Sep 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 09/09/2026,event,2026-09-09T23:59:00Z,2026-09-10T06:00:00Z,2026-09-09T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260909-abracadabra,Abracadabra @ 09 Sep 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 09/09/2026,event,2026-09-09T23:59:00Z,2026-09-10T06:00:00Z,2026-09-09T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260909-paradise,Paradise @ 09 Sep 2026,unvrs,Jamie Jones,Paradise en unvrs - 09/09/2026,event,2026-09-09T23:59:00Z,2026-09-10T06:00:00Z,2026-09-09T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260910-martin-garrix,Martin Garrix @ 10 Sep 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 10/09/2026,event,2026-09-10T23:59:00Z,2026-09-11T06:00:00Z,2026-09-10T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260910-bed,bed @ 10 Sep 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 10/09/2026,event,2026-09-10T23:59:00Z,2026-09-11T06:00:00Z,2026-09-10T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260910-music-on,Music On @ 10 Sep 2026,pacha,Marco Carola,Music On en pacha - 10/09/2026,event,2026-09-10T23:59:00Z,2026-09-11T06:00:00Z,2026-09-10T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260910-fisher,FISHER @ 10 Sep 2026,unvrs,FISHER & Friends,FISHER en unvrs - 10/09/2026,event,2026-09-10T23:59:00Z,2026-09-11T06:00:00Z,2026-09-10T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260910-toolroom,Toolroom @ 10 Sep 2026,eden,Lineup TBA,Toolroom en eden - 10/09/2026,event,2026-09-10T23:59:00Z,2026-09-11T06:00:00Z,2026-09-10T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260911-calvin-harris,Calvin Harris @ 11 Sep 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 11/09/2026,event,2026-09-11T23:59:00Z,2026-09-12T06:00:00Z,2026-09-11T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260911-dom-dolla,Dom Dolla @ 11 Sep 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 11/09/2026,event,2026-09-11T23:59:00Z,2026-09-12T06:00:00Z,2026-09-11T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260911-music-on,Music On @ 11 Sep 2026,pacha,Marco Carola,Music On en pacha - 11/09/2026,event,2026-09-11T23:59:00Z,2026-09-12T06:00:00Z,2026-09-11T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260911-galactic-circus,Galactic Circus @ 11 Sep 2026,unvrs,David Guetta,Galactic Circus en unvrs - 11/09/2026,event,2026-09-11T23:59:00Z,2026-09-12T06:00:00Z,2026-09-11T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260911-glitterbox,Glitterbox @ 11 Sep 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 11/09/2026,event,2026-09-11T23:59:00Z,2026-09-12T06:00:00Z,2026-09-11T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
